"","SRR13836098","SRR13836083","SRR13836086","SRR13836088","SRR13836068","SRR13836077","SRR13836099","SRR13836076","SRR13836070","SRR13836143","SRR13836178","SRR13836172","SRR13836139"
"Bilophila_wadsworthia",0.00349066865777363,0.00533759542195352,0.0188999474955344,0.0380080728545722,0.00783414827008978,0.047550697730547,0.0661785177099839,0.00577971749667716,0.0631806415352876,0.0248411517209865,0.000614350616137441,0.00567510347860741,0.0139334777642947
"GGB9677_SGB15180",0,0,0,0,0,0,0,0,0,0,0,0,0
"Romboutsia_timonensis",0.000377505864035933,0.00463403275456847,0.0031082538178658,0.00234677073906185,0.00268745202304435,0.000247548717558238,3.62535247289353e-05,0.00577980158736642,0.000949785913512538,0.00566430055370289,0,0.00110546012933557,0.00779306922566844
"GGB9559_SGB14969",0,0,0,0.000236040131070183,0,0,0.0007615887813183,0,0,0,0,0,0
"Clostridium_SGB4909",0.13045892147222,0,0,0,0,0,0,0,0,0,0,0.000484820049172383,0
"Clostridium_SGB4751",0,0,4.26300200857529e-05,0.000229736444337379,0.00069452424020437,0,0,0,0.000302168570162433,0,1.05676110164244e-05,0,0
"Lachnospiraceae_bacterium_Marseille_Q4251",0.00444889206222856,0,0.00173282143415131,8.81116814264628e-05,0,0,0,0,0,0,0,0.000214675541016426,6.14276689221501e-05
"Bifidobacterium_longum",0.00310121598795119,0.00352210524405985,0.00976487831900471,0.00122099362517359,0.373314573702674,0.00585560177722269,6.92900277630987e-05,0.00651902385459295,0.00227539411910981,0.00142531730637565,0,0.000389587554833471,0
"Negativibacillus_massiliensis",0.0044106218258679,0,0,0.00872365425307692,0,0,0.00847922473617081,0.00284489054952944,0,0.00721691641621159,0,0,0
"GGB9699_SGB15216",0.0210259177325969,0.0715412516974077,0.0227429248583033,0.0220359683736958,0.0271035602643044,0.0682109916613504,0.00268920016760958,0.0356780857110106,0.0257644305872832,0.00105825615893645,0.0308721042139462,0.0104965431089765,0.00286521784068822
"Sutterella_wadsworthensis",0.00195593803570489,0.0144436394064831,0.000315818706233452,0,0,0,0.033036244023067,0.041943096438213,0.00803099797343687,0,0,0.0493485732794787,0
"Clostridium_sp_AF27_2AA",0,0,0,0,0,0,0,0,0,1.29443271449269e-05,0,0,2.69533361710497e-05
"Lachnospiraceae_bacterium_OM04_12BH",0,0.00363831470584987,0,0,0,0,0,0,0,0,0.0011682628179597,0,0
"GGB9634_SGB15093",0,0,0,0,0.0215309963634421,0,0,0,0,0,0,0,0
"GGB9293_SGB14250",0,0.0255914159720323,0,0.00273038441244933,0,0,0,0,0,0.000695750690079201,0,0.00257169393272833,0
"Clostridium_SGB4750",0,0,0.00625141886239216,0.000169882078607321,0.00712426153346428,0.00266258177984694,0,0.000987998890361011,0.00862619717960411,0.000775557403354487,0,8.21018392031982e-05,0
"GGB9707_SGB15229",0,0.0191199849988509,0,0.0148501767537968,0.00789637075907276,0,0,0,0.00909748351093197,0.0150782856020673,0,0,0.0169659759330072
"Roseburia_intestinalis",0,0.000957652700282998,0.0808284327155966,0,0.00289822841328091,0,0,0.000373853764930658,0.0138346761726394,0.00859875268534208,0,0.0243967913196396,0.0161925326959289
"GGB9608_SGB15041",0,0.000332674674157218,0,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9760_SGB15374",0.0015487135956074,0.00366778084289571,0,0,0,0.00621219727865781,0,0,0,0,0,0,0
"Butyricimonas_paravirosa",0,0,0,0,0.0041209859969378,0.0073565461176298,0,0,0,0,0,0,0
"Alistipes_communis",0.00746462591854985,0.0867804253848913,0,0,0.0643362595885528,0,7.51236837298637e-05,0.216010065361048,0.0259803892589603,0.00331225838116413,0.000275431557741816,0.08270117831509,0
"Bifidobacterium_adolescentis",0,6.54835209369889e-05,0.0334715782691671,0.000233512623929743,0.56116677167142,8.22341747559542e-05,0,0,0.000308802510194278,0,0,0,0
"Prevotella_copri_clade_C",0,0.000642024089590731,0,0,0,0,0,0,0,0.000542881417047318,7.82371629403824e-05,0,0
"Bifidobacterium_bifidum",0.0166829540923736,0,0.0108908153527387,0,0.0187036709204401,0,0,0,0,0,0,6.83625075541236e-05,0
"Ruminococcus_callidus",0.00657218736205985,0,0,0.0250934582269429,0,0.0425428972113086,0,0.0227972835713233,0,0.000845540159049641,0,0.0363339535845821,0
"Prevotella_copri_clade_A",0.0646376538453342,0.18130791935945,0.00196857734784053,0.00256734873318896,0.00569671611931751,0.00248764490654082,0.00141110711823931,0.00395295320061438,1.19670961988408,0.00627236554599118,0.0029508471638185,0.00216597772661933,0.000700495696170821
"Collinsella_aerofaciens",0.0115278707676607,0.0111626449417564,0.0263484047842253,0.00149315273031048,0,0,0,0,0.00695660044581953,0.00403060017883571,0,0.00771313850327739,0
"Gemmiger_formicilis",0.186654017175681,0.0189600197937188,0.0267035451403019,0.00549403058468186,0.00526060477813525,0.0798819583650795,0.000713847309089433,0,0.00115822906542196,0.0409496895614394,0.0136422351772482,0.00279802625551915,0.213360905956932
"Bacteroides_thetaiotaomicron",0.0276375482218592,0.132888930491581,0.0012525450273243,0.0521004370557374,0.0168456142208766,0.0420489974674996,0.52350301532725,0.0378153401546936,0.0134297836817239,0.157894809383037,0.0320178951953231,0.00541299951342731,0.0387999426542753
"Bacteroides_fragilis",0.101336640925903,0.172752735640713,0.000561166352552741,0,0.000612346393255378,0.0713364358958581,0.00515648402348885,0.000360488996467061,0.00555333192456867,0.000983406033477286,0.00209211909697526,0.00665352770129948,0.0168706854788776
"Holdemanella_porci",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9760_SGB15373",0.00327336590856349,0.00312235189682639,0,0,0,0,0,0,0.000129776402180972,0.0026794707357639,0.0108690380398688,0.00143422537059467,0.0014801898737455
"Anaerotignum_faecicola",0.0473506260499244,0.0220200984567535,0.000349406717320199,0,0.000659591931722897,0.0032385507574562,1.01263672890954e-05,0.0116163822163069,0.0645211174531913,0.0150984745164886,0.0345256331785485,0.0174133278319204,0.000367993707392888
"GGB13493_SGB15238",0.00745894088361795,0,3.72197216968624e-05,0,0,0,0.000651632776291283,0,0,0.0122167326676115,0,0,0
"GGB9642_SGB15119",0,0,0,0,0.0042909467964169,0,0,0,0,0,0,0,0.00350088012185605
"Senegalimassilia_anaerobia",0,0,0,0,0.0064646260760436,0,0,0,0,0,0,0,0
"GGB34797_SGB14322",0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemanella_biformis",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9759_SGB15370",0,0.000878920683314189,0,0,0,0,0,0,0,0.00131777076626063,0,0,0.000767932629046461
"Alistipes_senegalensis",0,0,0,0.0390563597214227,0,0,0,0,0,0,0,0.0283416576762711,0
"Ellagibacter_isourolithinifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio_SGB5076",0,0,0.0153182394860422,0,0,0,0,0,0,0.000833752765444533,0,0,0
"GGB33928_SGB15225",0,0.0289458409990044,0.0231670329254419,0.00388985462540908,0.00685293853500114,0,0,0,0,0,0,0,0
"Alistipes_indistinctus",0,0.170035409919269,0,0.00247357488032385,0.0596239737786116,0,0,0.00488256478524575,0.0174877400862843,0.00314752529795889,0.0263425125400636,0.00100918568707066,0
"Slackia_isoflavoniconvertens",0,0,0,0,0,0,0.00104918147892537,0,0,0,0,0,0
"Ruminococcus_sp_AF41_9",0,0,0,0,0,1.56145538184503e-05,0,0,0,0.000208098098503615,0,0,0
"Streptococcus_parasanguinis",0,0.00414791151110589,0,0.00250825081116683,0,0.000209329723567895,0.014554936486516,0.0019762104146302,0.00125671106855435,0,0,0,2.97817653806426e-05
"GGB9627_SGB15081",0,0.00211067994115544,0.0102679680655689,0,0,0.00480692327977672,0,0,0,0,0,0.0177688798826733,0
"Clostridiales_bacterium",0.00378723071127916,0.000489165491065224,0,0,0,0.0638349432123204,0.00811250299107176,0.00145915271496478,0,0.00151585952777095,0.00205212959459409,0.00472467450249445,0
"Eubacteriales_unclassified_SGB15145",0.022761688193232,0.000312184260083208,0,0,0.000342304705896156,0.000270791397366148,0,0,0,0,0,0.00352146286309717,0
"GGB80011_SGB15265",0.0265019467936499,0.00260238776303563,0.154069974783548,0.0141474740737557,0.00166050186817591,0.141046573004504,0,0.518156257805713,0.0165907445663576,0.0887321522513837,0.818801890325984,0,0.0607297055009598
"Gemmiger_SGB15299",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB2998_SGB3988",0.0509294045259704,0.00189499788663778,0,0,0.000746840017721449,0,0,0,0.0163093792078212,0.00753865105408408,0,0,0
"GGB9614_SGB15049",0.000657678991127205,0.000278183741817712,0.0311990656307758,0.00040354804325528,0.000457258314990932,0.00886884041659747,0.0284180066712574,0.00105103291936076,0.0056481903644287,0.000333738333972142,0.00233707643276376,0.00176339944994493,0.00458096253788562
"Rheinheimera_SGB14999",0,0.00139566538043976,0.00606674075411321,0,0.00119555918665438,0.00142261005875483,0.111903132302636,0.00132858232382846,0.00261936608091072,0.00602205158375373,0.0034300177002787,0.00227108219303428,0.00770291970337117
"Vescimonas_coprocola",0.0183779344502072,0.0638703817397145,0.0492667573296269,0.0104578024001856,0.0184621792409383,0.188947265500712,0.00187094562615607,0.15390223918301,0.020746542469267,0.0681887885864097,0.0133521874359253,0.094503267720346,0.306950200383546
"Flavonifractor_plautii",0.00592466924908165,0.00168901759132166,0.00732753780357528,0.0059019829754036,0.00702256888473701,0.00870025800356723,0.160828681562953,0.00828067205284541,0.0129144746447958,0.00450450396253679,0.0195863011951187,0.00155725543304403,0.0051069677462942
"Collinsella_SGB4121",0,0.00169141344770967,0,0,0.000146877054949702,0,0,0,0,0.00932792188986557,0.00280788092873588,0.00678123360004314,0
"Veillonella_dispar",0,0,0,0,0,0.000272383185352882,0.00310470760264286,4.03313744070393e-05,0.0178036942724535,0,0,0,0.00100263162504142
"GGB9616_SGB15051",0,6.39599968461412e-05,0,0,0,0,0,0,0,0.00305124386047216,0,0,0.00370344029436665
"Anaerotruncus_colihominis",0,0.000423943910963397,0.0574150451245344,0.00340780824538652,0,0.00722179914061621,0,0.00248158831208544,0.00256784370632693,0.00214705241261212,0.000279526491926349,0,0
"Rothia_mucilaginosa",0.00103958202626991,0.00147702156095631,0,0,0,0,0,0,0.000111365616094034,0,0,0,0
"Veillonella_parvula",0.0398940780163706,0.0127215553993599,2.84442382319931e-05,0.141172149670132,0.000958152303115963,0.00443817303911286,0.0147930875926561,0.00958450346307991,0.0122002689269102,0,0,0,0.00426007094345993
"Faecalibacterium_SGB15315",0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_SGB15295",0.0130487128731188,0.00748890056821555,0.00346162005540538,0.00478801286834087,0.0180312140736101,0,0,0,0.0026310521302121,0.000299271753576169,0.000282662596391497,2.77234356483565e-05,0
"Phocaeicola_SGB6473",0,0,0,0,0,0,0,0,0,0.0219727435760237,0,0.00145901307335206,0
"Dysosmobacter_welbionis",0.00292055481384129,0.01636630104344,0.0523028505561449,0.010353756922781,0.00254191623889795,0.0396798684247355,0.137111670593496,0.00174123551654935,0.0352283708935959,0.0276065617212941,0.0269606964188534,0.00518508903329589,0.00610478643721261
"Clostridium_leptum",0,0.000646501085053094,0,0.0308243851165889,0.000485200209679998,0.00189291250871466,0,0.00234713200285052,1.36725651835756e-05,0.0428139013038985,0.000424311701045262,0,0
"Streptococcus_infantis",0.0405241824473998,0,0,0,0,0,0.000287130060064824,0,0,0,0,0,0
"Veillonella_atypica",0,0.000394243876126915,0,0.000642584153842275,8.17770786037825e-05,0,0.00749277472241772,0.00173641334846645,0.00820293011968679,0,0,0,0.000353666128732616
"Eggerthella_lenta",0,0.00136963659967787,6.95340271461306e-05,0.000970982480608985,0,0.000823419513480016,0,0,0,0,0,0,0.00103124542632205
"Bifidobacterium_pseudocatenulatum",0.00835025246910388,0,0.0402156507006394,0.00227080453141498,0,0.0265362331919482,0,0.00206276871038086,0,0.00712026734618795,0.00309915778969418,0,0
"GGB3278_SGB4328",0,0.00380316298142647,0,0.230422250684399,0.121438978216826,0,0,0,0,0,0,0,0.0544275337184195
"Prevotella_stercorea",0,0.000268680918602733,0,0,0.00028775932817597,9.59397842024919e-05,0,0.000199108691990355,0.000111663184803545,0,0,0.000393870185546073,0
"GGB3304_SGB4367",0.00257383217094651,0.00172156637860271,0.000366810933664882,0,0.133610211929843,0,0.000530492217506334,0,0.00336305661207881,0.00069743945441502,0.000194452043650238,0,0.00340384499981347
"Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_plebeius",0.00402369390681694,0.00186551721224653,0.144794889798353,0.39823693572159,0.294019235610007,0.000522578527676714,0.000901305393157936,0.116726989454227,0.0875445541585019,0.00961057552093522,0.00455411871300843,1.02680971170822,0.467435827599355
"Lachnospira_pectinoschiza",0,3.30736676318454e-05,0.0633548000345417,0.00229330313440622,0.00111853353976264,0.00627674983268331,0,0,0.00264246964602598,8.96308483483629e-05,0,0,0
"Anaerobutyricum_soehngenii",0,0,0,0,0,0,0,0,0.000233577369482253,0.000965399086705622,0,0,0
"GGB51647_SGB4348",0.0239015150447762,0.0226119539284113,0.0067295991436793,0.295106206346666,0.000525616827493711,0.0029010776090264,0.00153234158969889,0.121229550681186,0.00790452429206796,0.00260045959096114,0.495501612176367,0.0592238173495557,0.888759568123863
"Butyricimonas_faecihominis",0,0,0,0,0,0,0.0121493768943571,0,0,0,0,0,0
"GGB3109_SGB4119",0,0,0,0,0.00841523343156222,0.010848067282043,0,0.00671314197150662,0.00318847071457662,0,0,0,0.00239612150987094
"Lawsonibacter_asaccharolyticus",0,0.0011534143039805,0.00906401635440804,0.00374156775715883,0.00312681657211664,0,0,0,0.00194614850203196,0.000603200847004798,0,0.00318770231908462,0.00144680133997553
"GGB9621_SGB15073",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6569_SGB9281",0,0,0,0,0,0.00394958641882075,0,0,0,0,0,0,0
"Dysosmobacter_sp_NSJ_60",0,0.000602268680501785,0,0.0024051546336035,0.000397359826975861,0.00571877827395879,0,0.00120160641839006,0.00847774546652582,0.00202445272282781,0.000446220482161277,0.00206959176965876,0
"Intestinimonas_butyriciproducens",0.00100968339418642,0.0012974004543163,0,0.00184148515877483,0.00175728653920613,0,0,0,8.08597093344415e-05,0.00235440340580604,0,0.000492084767245395,0
"Enterocloster_citroniae",0,0.00021139273392913,8.71939792445082e-05,0.000904284155226039,0,0.00372345031121806,0.000768113204360847,0.000436560574990798,0.00096322146351099,0.000322840177867678,0,0,1.46318227698055e-05
"Hungatella_hathewayi",0.000426389831047273,0.00360870490146294,0.00529873163833999,0.00113426896684823,0.000159065815500995,0.0029415677731635,0.00328077972653157,0.00119327556282365,0.000810184418202318,0.000410442881903055,2.60603052686748e-05,0,0.000278817668076568
"GGB9708_SGB15234",0.00438396814956437,0.0153386438212811,0,0,0.0017137902913495,0,0,0,0.0186300666559652,0.14115470814127,0,0.00611794314187463,0
"Enterococcus_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalibacillus_faecis",0,0,0,0,0,0.000212471335876592,0,0,0,0,0,0,0
"Clostridium_sp_NSJ_42",0,0,0,0,0,0,0,0.000746302141840622,0,0,0,0,0
"Streptococcus_gordonii",0,0.000713968432796745,0,6.41333388346951e-05,0,0,0,0.000293906946746612,0,0,0,0,0
"GGB9524_SGB14924",0,6.39177772643668e-05,0,0,0,0,0,0,0,0.00260946881129118,0,0,0
"GGB3321_SGB4394",0,0,0.00712138549430504,0.0158974777931776,0.00805501340724619,0,0,0,0,0.00792734468967684,0,0.00480021565425956,0.00290318852108716
"Streptococcus_mitis",0.019238295264107,0,0.000199148942639329,0,0,0,0.000233756140552906,0.0002301516596785,0.000287995665731451,0,0,0,0
"Enterocloster_aldenensis",0,0.00180420898085464,0,0.00141605632550432,0,0.0216710853529422,0.00784001090881705,0,0.000760070718569664,0,0.0102495838823299,0,0
"GGB9534_SGB14937",0,0.000239847217966873,0,0.0138611693051699,0.000279540156211642,0,0,0.040461583650161,0.00196253528572376,0.026460128132763,0.00629566366861839,0.000578264793441277,0
"Streptococcus_australis",0,0.000579203332539046,0.000155739720684194,0,0,0,0,0,0,0.000243050889072758,0,0,0
"Ruthenibacterium_lactatiformans",0.00346736875522398,0.0666638183472521,0.012962526265425,0.0346621196167578,0.0165244211585915,0.0197431689113977,0.00843720395265156,0.0168949801521816,0.0042194466210738,0.00869971487874674,0.00655014083468965,0.00130838772646532,0.00190575342323909
"GGB9595_SGB15019",0,0,0,0,0.000172427162958401,0,0,0.00745338939228397,0,0.0508053992883223,0,0,0.00303721531547827
"Gemella_sanguinis",0.00539722070791099,0,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_bolteae",0,0.00887986725480612,0.000815672087826367,0.000757273411507488,0,0.0243792849046683,0.0079254562300848,0.000460084758538507,0.000583995450411503,0,0.00298639655330074,0,0
"Clostridium_butyricum",0,0,5.313650263244e-05,0,0,0,0.000460208668282025,6.15905768445803e-05,3.91551517677168e-05,0,0,0,0
"Lacrimispora_saccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_vestibularis",0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella_histaminiformans",0.00321746585222786,0,0,0.000394828485089107,0.0080166710783217,0,0,0.00226455062029092,0.013792919297148,0.000304580114847756,0.000435699337681461,0.000622825621170777,0.010635894349767
"Enterococcus_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9770_SGB15390",0,0,0,0,0.000433176622724684,0,0,0,0,0,0,0,0
"GGB47687_SGB2286",0,0,0,0,0,0,0,0,1.62446122933497e-05,0,0,0,0
"GGB9619_SGB15067",0,0,0,0,0,0.00235376737014621,0.0121066629598919,0.0014411087435465,0,0.00173824772302926,0,0.00100758533867533,0
"Streptococcus_anginosus",0,0,0,3.79040460769928e-05,0,0,0,0,3.85048160184684e-06,0,0,0,0
"Clostridium_symbiosum",0,0.00388810911230292,0.00147718405932405,0.000594137937038927,0,0.00411275183899244,0.174278354658442,2.97817713367324e-05,0,0,0,0,0
"Eisenbergiella_tayi",0,0.0011256260359461,0,0.0001717296590996,0,0,0,0,0,0,0,0,0
"Granulicatella_SGB8255",0.00121235478332512,0,0,0,0,0,0.000835531200076168,0,0,0,0,0,0
"Clostridium_scindens",0,0,0,0,0,0,0.00029713525398597,0.00020484660668438,0,0,0.000138665231513845,0,0
"GGB9719_SGB15272",0,0,0,0.000131706725717377,0.000649011977100386,0.000256568595861283,0,0,0,0,0,0,0
"Clostridium_SGB6179",0,0,3.98316929003876e-05,0.00396602546992353,0,0,0,0.00606077536168794,7.77441646208884e-05,0.000231513358308389,0,0,0.000573802892638222
"Bacteroides_nordii",0.00569608136739651,0.000671675521402963,0,0.000810735587942062,0.0017637878199686,0.0041769672507453,0.0241566197833195,0.00089995903055142,6.07667679959749e-05,0.0371147648570586,0,0.00326959285201684,0
"Erysipelatoclostridium_ramosum",0,0.000531348528216504,0,0,0,0,0,0,0.000107342881604593,0,0,0,0
"GGB9593_SGB15015",0,0.00533814548447608,0,0.00924842643868525,0,0,0,0,0,0,0,0,0.000119131894862043
"GGB9453_SGB14845",0,0,0,0.000126577575003397,0.000356695890502546,0,0,0,0,0,0,0,0
"Anaeromassilibacillus_sp_An250",0,0.000527446869589965,0.000115305761767594,0,0.00557546354279247,0,0,0,0,0.00026418612769572,0.00343861058113736,0,0
"Bifidobacterium_dentium",0,0.000585518488915808,0,0.00192877142844041,0,0,0,0,0.00606359326134063,0,0,0,0
"Ruminococcus_sp_AF46_10NS",0,0,0,0.000107619862302813,0,0,0,0,0,0,0,0.000363804304855242,0
"Ruminococcus_sp_BSD2780120874_150323_B10",0.0108677676695186,0.000520610907005866,0.000210466931404166,0.000142999113315544,0.5107196717226,3.64548183468504e-05,0.000787966243049814,0.000105589325259249,0.324022615344129,0,0,0.000332439158739667,0
"GGB3175_SGB4191",0.0561921553237222,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4566_SGB6305",0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_AF34_35BH",0.00389858685248888,9.62140027677688e-05,0.0457807051044735,0.000416378441914955,0.00214374941295425,0,0,0.00990313827350317,0.000194162518985446,0.00504274926408936,0.00509434826397539,8.62503609359254e-05,0.00147852176740414
"Parabacteroides_goldsteinii",0,0.0147404587947906,0,0,0,0,0.0704655181977811,0,0,0.00871726802557034,0.0320619329418608,0.000797409511409162,0
"Blautia_faecicola",0,0,0,0,0,0,0,0,0,0,0,0,0
"Adlercreutzia_equolifaciens",0.00102723721133019,0,0.00487471313345247,0,0,0,0.00171908972839811,0.0110175555892185,0,0.0256914807948807,7.70093047414598e-05,0.00320345431676504,0
"Alistipes_sp_AF17_16",0,0.194593026447764,0,0.0669559431488991,0.0653476470340387,0,5.29159217940093e-05,0.0534816369307394,0.0977526570492463,0.0428400088875433,0,0,0
"Alistipes_finegoldii",0.0364319106794505,0,9.89860608100576e-06,0,0,0,0.000218873664769495,0,0.0547076659803953,0.149552779552533,0.297625362522103,0.00673067687057747,0
"Alistipes_ihumii",0.00235318537475927,0,0,0.0683059501724091,0.0636776980064211,0,0.0044545987701078,0,0.00344142073988089,0.000352696267271074,0,0.085111743309534,0
"Evtepia_gabavorous",0,0,0,0.00227381055121735,0,0.00236615178002102,0,0.0153287390377283,0,0,0.00622976953987973,0,0
"Ruminococcus_gnavus",0.0114967505438022,0.000325885807335723,0,0,0,0.000444101676052463,0.081896645991131,0.00392097418552262,0.00778646547368958,0.00152922537810351,0.00174825960807656,0.00531465665274053,2.09826210663334e-05
"Holdemania_filiformis",0,0,0,9.06986136768042e-05,0.000389366826977023,0.00470115034011174,0.000899299695340122,0.00141326789978685,0.00047744503731188,0,4.89177817868712e-05,3.9087046112037e-05,0
"GGB3005_SGB3996",0,0,0,0,0,0,0,0,0,0,0,0,0
"Mediterraneibacter_glycyrrhizinilyticus",0,0,0,0,0,0,0.00264655266567678,0,0,0,0,0,0
"Methylobacterium_SGB15164",0,1.36506497433939e-05,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_Marseille_Q3526",0,0,0,0,0,0,0,4.79605810421958e-05,0,0,0,0,7.25344688275642e-05
"Clostridium_sp_AT4",0,0,0,0,0,0,0.0396677900656961,0.000525674523875272,0.00572166937714404,0,0.00144832542665765,0,0
"Eisenbergiella_massiliensis",0,0,0,0,0,0.0177687784304999,0.0235512675209544,0,0,0,0,0,0
"Blautia_caecimuris",0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridia_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridia_bacterium_UC5_1_1D1",0,0,0,0,0.000300440028048517,0,0.000461916412065319,0.000797500297508081,0.000546202376390492,0,0,0,0
"GGB1495_SGB2071",0.000557886568465981,0.000157879209785075,0,0,0,0,0,0,0,0,0,0,0
"GGB3819_SGB5184",0,0,0,0,0.00350792872427037,0,0.00808208318100451,0,0,0,0,0,0
"GGB3730_SGB5060",0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas_SGB15260",0,0.000959236327814518,0.0174643824874896,0,0,0.26745677058444,0,0,0.0101839504318426,0.00911695537909862,0,0.00269564665884887,0.00920016971861899
"Phocaeicola_coprocola",0.0297206903703482,0,0.0819693455137726,0.439735573232287,0.0479626487374472,7.42599748132036e-06,0.000294103042184282,0.0879064892409195,7.31600657087737e-05,0.213488251849395,0.00100107103867967,0.962722055784053,0.00068612556372389
"Tyzzerella_nexilis",0,0,0.000547543591863199,0,0,0,0,0,0.00237655769620469,0,0,0,0
"Bacteroides_eggerthii",0.0249208408290802,0.0919083958862446,0,0,0.00669537175671223,0.0181999339521546,0,0,0.00119035125660337,0.000378232109615304,0.000494089185849733,0.122279039579083,8.0674876060937e-05
"Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3363_SGB4448",0,0,0,0,0,0,0,0,0,0.00025687534841054,0.000313378923592299,0,0
"Blautia_stercoris",0,0,0,0,5.39305686148568e-05,0,0,0.000944156145537988,0.00105865884462491,0,0,0,0
"GGB3490_SGB4664",0.00132085737756084,0,0,0,0,0,0,0,0,0,0,0,0.00520296577151841
"Bacteroides_intestinalis",0,0.000576780976325398,0.000208057244061998,0.0483297282322446,0.00980406934019775,0.577747513798696,0,0.0032976893172137,0.00184690731388132,0,0,0.00347514236759041,0
"GGB79973_SGB14341",0,0,0,0,0.00439409611333648,0,0,0,0,0.000747198378140745,0,0.000553551966814004,0
"Clostridiaceae_unclassified_SGB15090",0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricicoccus_SGB14990",0,0,0.0103365276625023,0.000324718492647793,0.000292038398451213,0,0,0,0,0.000156074073305928,0,0,0
"Enterobacter_hormaechei",0,0,0.00060992469035975,0,0,0,0,0,0,0,0,0.00183326143672725,4.3318888142958e-05
"GGB42994_SGB4746",0,0,0,0,0,0,0,0.00163369201004713,0,0,0,0,0
"Parabacteroides_johnsonii",0,0,0,0.0151898548297259,0,0.128387530922472,0,0,0.000686052974761277,0,0,0,0
"Sanguibacter_SGB15121",0,0.00181823608107644,0.00483131228948932,0,0,0,0,0,0.000625427394270403,0,0,0.000464309985338833,0
"Vescimonas_SGB15087",0,0,0,0.0597873949852047,0,0,0,0,0,0,0,0,0
"Turicibacter_sanguinis",0,0,1.20845130770484e-05,0.00086743253517975,0,0,0,0.000690930197706868,0,0,0,0,0
"Clostridiales_bacterium_Choco116",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sellimonas_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9453_SGB14844",0,0,4.42411672439972e-05,0,0,0,0,0,0,0,0,0,0
"Alistipes_dispar",0,0,0,0,0.00689300042080648,0,0,0,7.25962561438729e-05,0,0,0,0
"Merdimonas_faecis",0,0,0,0.000192932867765608,0,0,0,0,0,0,0,0,0
"GGB3363_SGB4447",0,0,0,0,0,0,0,0,0,0,0,9.43411815850271e-05,9.5211749769421e-05
"Longicatena_caecimuris",0,0.000367754060880047,0,0,0,0.000718240387317576,0,0,0,0,0,0,0
"Blautia_hansenii",0,0,0,0,0,0,0,0.000122271790671959,0,0,0,0,0
"Clostridia_bacterium_UC5_1_1E11",0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_producta",0,0,0,0,0,0,0.00695856170758205,0,0,0,0,0,0
"Monoglobus_pectinilyticus",0,0,0,0,0,0,0,0,0,0.00540464023132332,0,0,0.000422693598637957
"Anaerostipes_caccae",0,0,0,0,0,0.000341047329552639,0,0,0,0,0,0,0
"Ruminococcus_SGB4421",0,0.0185011906659956,0,0,0.0129068753151711,0,0,0,0,0,0.10101138823921,0,0
"GGB33512_SGB15201",0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9697_SGB15213",0,0.000104235636809247,0,0,0,0,0,0,0,0,0,0.000530011639924927,0
"Ligilactobacillus_salivarius",0,0,0,0.00121437944984919,0,0,0,0,0.000434471703326915,0,0,0,0
"Megamonas_funiformis",0,0,0.0910273218884991,0,0.000218484675569987,0,0,0.00150191050799001,0,0.00051168676447221,7.15343293916729e-05,0.0019375970151017,0.000120773498493847
"GGB1420_SGB1957",0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_hominis",0.0226320182179435,1.64820298539054e-05,0,0.0404500412692951,0.110964989214637,0,0,0,0,0,0,0,0
"Veillonella_tobetsuensis",0.0527446398922091,0,0.00761826346484425,0,0,0,0,0.000645890954394564,0,0,0,0,0
"Citrobacter_freundii",0,0,0,0.0230657655072829,0,0,0,0.000111247346140511,0.00269045908500946,8.84821000109693e-05,6.27831821160706e-05,0.000674430214005504,0.000366848066414507
