2025-01-17 22:50:54 INFO::Writing function arguments to log file
2025-01-17 22:50:54 DEBUG::Function arguments
2025-01-17 22:50:54 DEBUG::Output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin
2025-01-17 22:50:54 DEBUG::Min Abundance: 0.000000
2025-01-17 22:50:54 DEBUG::Min Prevalence: 0.000000
2025-01-17 22:50:54 DEBUG::Normalization: NONE
2025-01-17 22:50:54 DEBUG::Transform: LOG
2025-01-17 22:50:54 DEBUG::Analysis method: LM
2025-01-17 22:50:54 DEBUG::Max significance: 0.250000
2025-01-17 22:50:54 DEBUG::Random effects:
2025-01-17 22:50:54 DEBUG::Fixed effects: Group
2025-01-17 22:50:54 DEBUG::Correction method: BH
2025-01-17 22:50:54 DEBUG::Standardize: TRUE
2025-01-17 22:50:54 DEBUG::Cores: 1
2025-01-17 22:50:54 INFO::Verifying options selected are valid
2025-01-17 22:50:54 INFO::Determining format of input files
2025-01-17 22:50:54 INFO::Input format is data samples as rows and metadata samples as rows
2025-01-17 22:50:54 DEBUG::A total of 5 samples were found in both the data and metadata
2025-01-17 22:50:54 DEBUG::Reordering data/metadata to use same sample ordering
2025-01-17 22:50:58 INFO::Fitting model to feature number 157, Bacteroides_thetaiotaomicron
2025-01-17 22:50:58 WARNING::Fitting problem for feature 157 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 158, Bacteroides_fragilis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 158 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 159, GGB9760_SGB15373
2025-01-17 22:50:58 WARNING::Fitting problem for feature 159 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 160, Anaerotignum_faecicola
2025-01-17 22:50:58 WARNING::Fitting problem for feature 160 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 161, GGB13493_SGB15238
2025-01-17 22:50:58 WARNING::Fitting problem for feature 161 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 162, GGB9759_SGB15370
2025-01-17 22:50:58 WARNING::Fitting problem for feature 162 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 163, Alistipes_senegalensis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 163 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 164, Desulfovibrio_SGB5076
2025-01-17 22:50:58 WARNING::Fitting problem for feature 164 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 165, GGB33928_SGB15225
2025-01-17 22:50:58 WARNING::Fitting problem for feature 165 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 166, Alistipes_indistinctus
2025-01-17 22:50:58 WARNING::Fitting problem for feature 166 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 167, Slackia_isoflavoniconvertens
2025-01-17 22:50:58 WARNING::Fitting problem for feature 167 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 168, Ruminococcus_sp_AF41_9
2025-01-17 22:50:58 WARNING::Fitting problem for feature 168 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 169, Streptococcus_parasanguinis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 169 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 170, GGB9627_SGB15081
2025-01-17 22:50:58 WARNING::Fitting problem for feature 170 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 171, Clostridiales_bacterium
2025-01-17 22:50:58 WARNING::Fitting problem for feature 171 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 172, Eubacteriales_unclassified_SGB15145
2025-01-17 22:50:58 WARNING::Fitting problem for feature 172 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 173, GGB80011_SGB15265
2025-01-17 22:50:58 WARNING::Fitting problem for feature 173 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 174, GGB2998_SGB3988
2025-01-17 22:50:58 WARNING::Fitting problem for feature 174 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 175, GGB9614_SGB15049
2025-01-17 22:50:58 WARNING::Fitting problem for feature 175 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 176, Rheinheimera_SGB14999
2025-01-17 22:50:58 WARNING::Fitting problem for feature 176 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 177, Vescimonas_coprocola
2025-01-17 22:50:58 WARNING::Fitting problem for feature 177 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 178, Flavonifractor_plautii
2025-01-17 22:50:58 WARNING::Fitting problem for feature 178 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 179, Collinsella_SGB4121
2025-01-17 22:50:58 WARNING::Fitting problem for feature 179 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 180, Veillonella_dispar
2025-01-17 22:50:58 WARNING::Fitting problem for feature 180 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 181, GGB9616_SGB15051
2025-01-17 22:50:58 WARNING::Fitting problem for feature 181 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 182, Anaerotruncus_colihominis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 182 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 183, Rothia_mucilaginosa
2025-01-17 22:50:58 WARNING::Fitting problem for feature 183 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 184, Veillonella_parvula
2025-01-17 22:50:58 WARNING::Fitting problem for feature 184 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 185, Gemmiger_SGB15295
2025-01-17 22:50:58 WARNING::Fitting problem for feature 185 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 186, Dysosmobacter_welbionis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 186 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 187, Clostridium_leptum
2025-01-17 22:50:58 WARNING::Fitting problem for feature 187 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 188, Streptococcus_infantis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 188 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 189, Veillonella_atypica
2025-01-17 22:50:58 WARNING::Fitting problem for feature 189 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 190, Eggerthella_lenta
2025-01-17 22:50:58 WARNING::Fitting problem for feature 190 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 191, Bifidobacterium_pseudocatenulatum
2025-01-17 22:50:58 WARNING::Fitting problem for feature 191 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 192, GGB3278_SGB4328
2025-01-17 22:50:58 WARNING::Fitting problem for feature 192 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 193, Prevotella_stercorea
2025-01-17 22:50:58 WARNING::Fitting problem for feature 193 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 194, GGB3304_SGB4367
2025-01-17 22:50:58 WARNING::Fitting problem for feature 194 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 195, Phocaeicola_plebeius
2025-01-17 22:50:58 WARNING::Fitting problem for feature 195 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 196, Lachnospira_pectinoschiza
2025-01-17 22:50:58 WARNING::Fitting problem for feature 196 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 197, GGB51647_SGB4348
2025-01-17 22:50:58 WARNING::Fitting problem for feature 197 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 198, Butyricimonas_faecihominis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 198 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 199, GGB3109_SGB4119
2025-01-17 22:50:58 WARNING::Fitting problem for feature 199 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 200, Lawsonibacter_asaccharolyticus
2025-01-17 22:50:58 WARNING::Fitting problem for feature 200 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 201, GGB6569_SGB9281
2025-01-17 22:50:59 WARNING::Fitting problem for feature 201 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 202, Dysosmobacter_sp_NSJ_60
2025-01-17 22:50:59 WARNING::Fitting problem for feature 202 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 203, Intestinimonas_butyriciproducens
2025-01-17 22:50:59 WARNING::Fitting problem for feature 203 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 204, Enterocloster_citroniae
2025-01-17 22:50:59 WARNING::Fitting problem for feature 204 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 205, Hungatella_hathewayi
2025-01-17 22:50:59 WARNING::Fitting problem for feature 205 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 206, GGB9708_SGB15234
2025-01-17 22:50:59 WARNING::Fitting problem for feature 206 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 207, Faecalibacillus_faecis
2025-01-17 22:50:59 WARNING::Fitting problem for feature 207 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 208, Streptococcus_gordonii
2025-01-17 22:50:59 WARNING::Fitting problem for feature 208 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 209, GGB9524_SGB14924
2025-01-17 22:50:59 WARNING::Fitting problem for feature 209 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 210, GGB3321_SGB4394
2025-01-17 22:50:59 WARNING::Fitting problem for feature 210 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 211, Streptococcus_mitis
2025-01-17 22:50:59 WARNING::Fitting problem for feature 211 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 212, Enterocloster_aldenensis
2025-01-17 22:50:59 WARNING::Fitting problem for feature 212 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 213, GGB9534_SGB14937
2025-01-17 22:50:59 WARNING::Fitting problem for feature 213 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 214, Streptococcus_australis
2025-01-17 22:50:59 WARNING::Fitting problem for feature 214 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 215, Ruthenibacterium_lactatiformans
2025-01-17 22:50:59 WARNING::Fitting problem for feature 215 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 216, Enterocloster_bolteae
2025-01-17 22:50:59 WARNING::Fitting problem for feature 216 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 217, Clostridium_butyricum
2025-01-17 22:50:59 WARNING::Fitting problem for feature 217 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 218, Allisonella_histaminiformans
2025-01-17 22:50:59 WARNING::Fitting problem for feature 218 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 219, GGB9619_SGB15067
2025-01-17 22:50:59 WARNING::Fitting problem for feature 219 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 220, Streptococcus_anginosus
2025-01-17 22:50:59 WARNING::Fitting problem for feature 220 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 221, Clostridium_symbiosum
2025-01-17 22:50:59 WARNING::Fitting problem for feature 221 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 222, Eisenbergiella_tayi
2025-01-17 22:50:59 WARNING::Fitting problem for feature 222 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 223, Granulicatella_SGB8255
2025-01-17 22:50:59 WARNING::Fitting problem for feature 223 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 224, Clostridium_scindens
2025-01-17 22:50:59 WARNING::Fitting problem for feature 224 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 225, GGB9719_SGB15272
2025-01-17 22:50:59 WARNING::Fitting problem for feature 225 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 226, Clostridium_SGB6179
2025-01-17 22:50:59 WARNING::Fitting problem for feature 226 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 227, Bacteroides_nordii
2025-01-17 22:50:59 WARNING::Fitting problem for feature 227 returning NA
2025-01-17 22:50:59 INFO::Fitting model to feature number 228, Erysipelatoclostridium_ramosum
2025-01-17 22:50:59 WARNING::Fitting problem for feature 228 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 229, GGB9593_SGB15015
2025-01-17 22:51:00 WARNING::Fitting problem for feature 229 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 230, GGB9453_SGB14845
2025-01-17 22:51:00 WARNING::Fitting problem for feature 230 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 231, Anaeromassilibacillus_sp_An250
2025-01-17 22:51:00 WARNING::Fitting problem for feature 231 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 232, Bifidobacterium_dentium
2025-01-17 22:51:00 WARNING::Fitting problem for feature 232 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 233, Ruminococcus_sp_AF46_10NS
2025-01-17 22:51:00 WARNING::Fitting problem for feature 233 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 234, Ruminococcus_sp_BSD2780120874_150323_B10
2025-01-17 22:51:00 WARNING::Fitting problem for feature 234 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 235, Eubacterium_sp_AF34_35BH
2025-01-17 22:51:00 WARNING::Fitting problem for feature 235 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 236, Parabacteroides_goldsteinii
2025-01-17 22:51:00 WARNING::Fitting problem for feature 236 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 237, Adlercreutzia_equolifaciens
2025-01-17 22:51:00 WARNING::Fitting problem for feature 237 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 238, Alistipes_sp_AF17_16
2025-01-17 22:51:00 WARNING::Fitting problem for feature 238 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 239, Alistipes_finegoldii
2025-01-17 22:51:00 WARNING::Fitting problem for feature 239 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 240, Alistipes_ihumii
2025-01-17 22:51:00 WARNING::Fitting problem for feature 240 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 241, Evtepia_gabavorous
2025-01-17 22:51:00 WARNING::Fitting problem for feature 241 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 242, Ruminococcus_gnavus
2025-01-17 22:51:00 WARNING::Fitting problem for feature 242 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 243, Holdemania_filiformis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 243 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 244, Mediterraneibacter_glycyrrhizinilyticus
2025-01-17 22:51:00 WARNING::Fitting problem for feature 244 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 245, Methylobacterium_SGB15164
2025-01-17 22:51:00 WARNING::Fitting problem for feature 245 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 246, Clostridium_sp_AT4
2025-01-17 22:51:00 WARNING::Fitting problem for feature 246 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 247, Eisenbergiella_massiliensis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 247 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 248, Clostridia_bacterium_UC5_1_1D1
2025-01-17 22:51:00 WARNING::Fitting problem for feature 248 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 249, GGB1495_SGB2071
2025-01-17 22:51:00 WARNING::Fitting problem for feature 249 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 250, GGB3819_SGB5184
2025-01-17 22:51:00 WARNING::Fitting problem for feature 250 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 251, Butyricimonas_SGB15260
2025-01-17 22:51:00 WARNING::Fitting problem for feature 251 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 252, Phocaeicola_coprocola
2025-01-17 22:51:00 WARNING::Fitting problem for feature 252 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 253, Tyzzerella_nexilis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 253 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 254, Bacteroides_eggerthii
2025-01-17 22:51:00 WARNING::Fitting problem for feature 254 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 255, Bacteroides_intestinalis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 255 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 256, Butyricicoccus_SGB14990
2025-01-17 22:51:00 WARNING::Fitting problem for feature 256 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 257, Enterobacter_hormaechei
2025-01-17 22:51:00 WARNING::Fitting problem for feature 257 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 258, Parabacteroides_johnsonii
2025-01-17 22:51:00 WARNING::Fitting problem for feature 258 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 259, Sanguibacter_SGB15121
2025-01-17 22:51:00 WARNING::Fitting problem for feature 259 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 260, Vescimonas_SGB15087
2025-01-17 22:51:00 WARNING::Fitting problem for feature 260 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 261, Turicibacter_sanguinis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 261 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 262, GGB9453_SGB14844
2025-01-17 22:51:00 WARNING::Fitting problem for feature 262 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 263, Merdimonas_faecis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 263 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 264, Longicatena_caecimuris
2025-01-17 22:51:00 WARNING::Fitting problem for feature 264 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 265, Blautia_producta
2025-01-17 22:51:00 WARNING::Fitting problem for feature 265 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 266, Anaerostipes_caccae
2025-01-17 22:51:00 WARNING::Fitting problem for feature 266 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 267, Ruminococcus_SGB4421
2025-01-17 22:51:00 WARNING::Fitting problem for feature 267 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 268, GGB9697_SGB15213
2025-01-17 22:51:00 WARNING::Fitting problem for feature 268 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 269, Ligilactobacillus_salivarius
2025-01-17 22:51:00 WARNING::Fitting problem for feature 269 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 270, Megamonas_funiformis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 270 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 271, Dialister_hominis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 271 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 272, Veillonella_tobetsuensis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 272 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 273, Citrobacter_freundii
2025-01-17 22:51:00 WARNING::Fitting problem for feature 273 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 274, Enterocloster_clostridioformis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 274 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 275, Ruminococcus_sp_AF13_28
2025-01-17 22:51:00 WARNING::Fitting problem for feature 275 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 276, Megasphaera_micronuciformis
2025-01-17 22:51:00 WARNING::Fitting problem for feature 276 returning NA
2025-01-17 22:51:00 INFO::Fitting model to feature number 277, Clostridium_sp_AM42_4
2025-01-17 22:51:01 WARNING::Fitting problem for feature 277 returning NA
2025-01-17 22:51:01 INFO::Fitting model to feature number 278, Eubacterium_sp_NSJ_61
2025-01-17 22:51:01 WARNING::Fitting problem for feature 278 returning NA
2025-01-17 22:51:01 INFO::Counting total values for each feature
2025-01-17 22:51:01 INFO::Writing residuals to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin/residuals.rds
2025-01-17 22:51:01 INFO::Writing fitted values to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin/fitted.rds
2025-01-17 22:51:01 INFO::Writing all results to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin/all_results.tsv
2025-01-17 22:51:01 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.250000 ) to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin/significant_results.tsv
2025-01-17 22:51:01 INFO::Writing heatmap of significant results to file: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin/heatmap.pdf
2025-01-17 22:51:01 INFO::Writing association plots (one for each significant association) to output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin
