2025-01-17 22:16:24 INFO::Writing function arguments to log file
2025-01-17 22:16:24 DEBUG::Function arguments
2025-01-17 22:16:24 DEBUG::Output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin
2025-01-17 22:16:24 DEBUG::Min Abundance: 0.000000
2025-01-17 22:16:24 DEBUG::Min Prevalence: 0.000000
2025-01-17 22:16:24 DEBUG::Normalization: NONE
2025-01-17 22:16:24 DEBUG::Transform: LOG
2025-01-17 22:16:24 DEBUG::Analysis method: LM
2025-01-17 22:16:24 DEBUG::Max significance: 0.250000
2025-01-17 22:16:24 DEBUG::Random effects:
2025-01-17 22:16:24 DEBUG::Fixed effects: Group
2025-01-17 22:16:24 DEBUG::Correction method: BH
2025-01-17 22:16:24 DEBUG::Standardize: TRUE
2025-01-17 22:16:24 DEBUG::Cores: 1
2025-01-17 22:16:24 INFO::Verifying options selected are valid
2025-01-17 22:16:24 INFO::Determining format of input files
2025-01-17 22:16:24 INFO::Input format is data samples as rows and metadata samples as rows
2025-01-17 22:16:24 DEBUG::A total of 5 samples were found in both the data and metadata
2025-01-17 22:16:24 DEBUG::Reordering data/metadata to use same sample ordering
2025-01-17 22:16:27 INFO::Fitting model to feature number 158, GGB9453_SGB14844
2025-01-17 22:16:27 WARNING::Fitting problem for feature 158 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 159, GGB3363_SGB4447
2025-01-17 22:16:27 WARNING::Fitting problem for feature 159 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 160, Clostridia_bacterium_UC5_1_1E11
2025-01-17 22:16:27 WARNING::Fitting problem for feature 160 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 161, Blautia_producta
2025-01-17 22:16:27 WARNING::Fitting problem for feature 161 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 162, Monoglobus_pectinilyticus
2025-01-17 22:16:27 WARNING::Fitting problem for feature 162 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 163, Ruminococcus_SGB4421
2025-01-17 22:16:27 WARNING::Fitting problem for feature 163 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 164, GGB33512_SGB15201
2025-01-17 22:16:27 WARNING::Fitting problem for feature 164 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 165, Ligilactobacillus_salivarius
2025-01-17 22:16:27 WARNING::Fitting problem for feature 165 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 166, Klebsiella_variicola
2025-01-17 22:16:27 WARNING::Fitting problem for feature 166 returning NA
2025-01-17 22:16:27 INFO::Counting total values for each feature
2025-01-17 22:16:27 INFO::Writing residuals to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin/residuals.rds
2025-01-17 22:16:27 INFO::Writing fitted values to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin/fitted.rds
2025-01-17 22:16:27 INFO::Writing all results to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin/all_results.tsv
2025-01-17 22:16:27 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.250000 ) to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin/significant_results.tsv
2025-01-17 22:16:27 INFO::Writing heatmap of significant results to file: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin/heatmap.pdf
2025-01-17 22:16:27 INFO::Writing association plots (one for each significant association) to output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin
